limited_stage_sub_fixed10,代表選抜制,Representative selection system
limited_stage_sub_fixed11,ブラインド制,Blind system
limited_stage_sub_fixed12,協力制,Cooperation system
limited_stage_sub_fixed13,スタンダード,Standard
limited_stage_sub_fixed14,チーム対抗制,Team opposition
limited_stage_sub_fixed15,チーム対抗制,Team opposition
team0,,
team1,チーム青ピクミン,Team blue pikmin
team2,チーム赤ピクミン,Team red pikmin
team3,チーム白ピクミン,Team white pikmin
team4,チーム紫ピクミン,Team purple pikmin
team5,チーム羽ピクミン,Team wing pikmin
team6,チーム岩ピクミン,Team rock pikmin
team7,チームデメマダラ,Team bulborb
team8,チームヘビガラス,Team snagret
team9,偉そうで偉くないチーム,Team Worthless Statue
team10,偉そうで偉いチーム,Team Priceless Statue
team11,飴坊主組,Team Waterwraith
team12,飴入道組,Team Plasm Wraith
team13,チームヒダマリノミ🍓,Team Sunseed Berry🍓
team14,チームツラノカワ🍊,Team Citrus Lump🍊
team15,チームオフランス🍐,Team Tremendous Sniffer🍐
team16,チームカワスベール🍌,Team Slapstick Crescent🍌
week_array0,日,Sun
week_array1,月,Mon
week_array2,火,Tue
week_array3,水,Wed
week_array4,木,Thu
week_array5,金,Fri
week_array6,土,Sat
stage_info_output_array0,初期タイム,initial time
stage_info_output_array1,ピクミン数,number of pikmin
stage_info_output_array2,全回収点,collection score
stage_info_output_array3,平均点,average score
battle_result0,無効試合,No Contents. / Draw
battle_result1,1P勝利,1P victory
battle_result2,2P勝利,2P victory
battle_result9,引き分け,Draw
array_reague_icon0,フリー対戦（レートなし）,Free match (no rate)
array_reague_icon1,レギュラーリーグ,Regular league
array_reague_icon2,第1回ピク杯,1st Pic Cup
array_reague_icon3,第2回ピク杯,2nd Pic Cup
array_battle_detail0,引き分け,draw
array_battle_detail1,相手チーム色のビー玉を運んだ,Carried marbles of the opponent team color
array_battle_detail2,黄色ビー玉を４つ運んだ,Carried four yellow marbles
array_battle_detail3,ビンゴシートが１列以上揃った,One or more rows of bingo sheets are available
array_battle_detail4,勝利のマカロンを運んだ,Carried a victorious macaron
array_battle_detail5,相手リーダーがダウンした,Opponent leader went down
array_battle_detail6,相手ピクミンがゼンメツした,Opponent Pikmin was sick
array_sort0,ステージ番号順,Stage number order
array_sort1,ステージ番号順,Stage number order
array_sort2,順位高い順,Highest ranking
array_sort3,ランクポイント高い順,In descending order of rank points
array_sort4,名前順,By name
array_sort5,スコア順,Score order
array_sort6,投稿日時順,Post date and time
array_filter0,すべて表示,Show all
array_filter1,すべて表示,Show all
array_filter2,ピクミン1のみ,Pikmin 1 only
array_filter3,ピクミン2のみ,Pikmin 2 only
array_filter4,ピクミン3のみ,Pikmin 3 only
array_filter5,本編のみ,Main story only
array_filter6,期間限定のみ,For a limited time only
array_filter7,本編地下のみ,Main story underground only
array_filter8,日替わりのみ,Daily only
array_filter9,ピクミン2(2P)のみ,Pikmin 2 (2P) only
array_filter10,ピクミン3(2P)のみ,Pikmin 3 (2P) only
array_filter11,チャレンジ複合のみ,Challenge compound only
array_filter12,タマゴありのみ,Only with eggs
array_filter13,タマゴなしのみ,Only without eggs
array_filter14,通常ランキングすべて,All standard rankings
array_filter15,通常ランキング以外すべて,Everything except the standard ranking
array_subfilter0,すべて表示,Show all
array_subfilter1,すべて表示,Show all
array_subfilter2,NGCコントローラー,NGC controller
array_subfilter3,Wiiリモコン＋ヌンチャク,Wii remote controller + nunchuck
array_subfilter4,Wii U GamePad（ボタン操作）,Wii U GamePad (classic mode)
array_subfilter5,Wii U GamePad（タッチペン）,Wii U GamePad (stylus)
array_subfilter6,Wii U Proコントローラー,Wii U Pro controller
array_subfilter7,Joy-Con１本（ジャイロなし#）,One Joy-Con (without gyro)
array_subfilter8,Joy-Con１本（ジャイロあり$）,1 Joy-Con (with gyro)
array_subfilter9,Joy-Con２本/Switch Lite（ジャイロなし#）,2 Joy-Cons / Switch Lite (without gyro)
array_subfilter10,Joy-Con２本/Switch Lite（ジャイロあり$）,2 Joy-Con / Switch Lite (with gyro)
array_subfilter11,Switch Proコントローラー（ジャイロなし#）,Switch Pro controller (without gyro)
array_subfilter12,Switch Proコントローラー（ジャイロあり$）,Switch Pro controller (with gyro)
array_subfilter13,Wii U（ピクミン3）,Wii U (Pikmin 3)
array_subfilter14,Switch（ピクミン3DX）,Switch (Pikmin 3DX)
array_subfilter15,ジャイロなし#,No gyro
array_subfilter16,ジャイロあり$,With gyro
array_logfilter0,すべて表示,Show all
array_logfilter1,最高記録のみ表示,Display only the highest record
array_logfilter2,歴代１位のみ表示,Only the 1st place in history is displayed
array_logfilter3,歴代10位のみ表示,Only the 10th place in history is displayed
array_logfilter4,すべての記録を表示,View all records
array_compare0,表示しない,Do not show
array_compare1,1位,1st
array_compare3,3位,3rd place
array_compare10,10位,10th place
array_compare20,20位,20th place
array_compare101,平均点,Average score
array_compare102,偏差値,Deviation value
array_compare103,次の順位との点差,Point difference from the next ranking
array_compare104,順位変動マーク,Rank change mark
array_compare201,タイムボーナス [2・3],Time Bonus [2 ・ 3]
array_compare202,70万点参考スコア [2],700,000 points reference score [2]
array_compare203,70.1万点参考スコア [2],701,000 points Reference score [2]
array_compare204,世界記録 [3] (2017/08/30),World record [3] (2017/08/30)
array_compare205,想定外 [3],Unexpected [3]
array_pin0,表示しない,Do not show
array_pin1,表示しない,Do not show
array_pin2,平均点,Average score
array_pin3,70万点参考スコア,700,000 points reference score
array_pin4,第11期トップ [2017],11th term top [2017]
array_pin5,第10期トップ [2016],10th term top [2016]
array_pin6,第9期トップ [2015],9th term top [2015]
array_pin7,第8期トップ [2014],8th term top [2014]
array_pin8,第7期以前 [2007-2013],Before the 7th term [2007-2013]
array_pin9,第6期トップ [2012],6th term top [2012]
array_pin10,第5期トップ [2011],5th term top [2011]
array_pin11,第4期トップ [2010],4th term top [2010]
array_pin12,第3期トップ [2009],3rd term top [2009]
array_pin13,第2期トップ [2008],Phase 2 Top [2008]
array_pin14,第1期トップ [2007],Phase 1 Top [2007]
array_pin15,70.1万点参考スコア,border example(701,000)
array_pin16,世界記録,World record
array_pin17,WR-60,WR-60
array_pin18,WR-120,WR-120
array_pin19,WR-180,WR-180
array_pin20,想定外,Unexpected
array_pin21,第12期トップ [2018],12th term top [2018]
array_pin22,第13期トップ [2019],13th term top [2019]
array_pin23,第14期トップ [2020],14th term top [2020]
season_filter0,全期間,Whole period
season_filter1,全期間,Whole period
season_filter2,今期のみ [第14期],This term only [14th term]
array_console_long1,GCコントローラー / GameCube controller,GameCube controller
array_console_long2,Wiiリモコン+ヌンチャク / Wii Remote + Nunchuk,Wii Remote + Nunchuk
array_console_long3,Wii U GamePad (ボタンのみ) / Wii U GamePad Only,Wii U GamePad Only
array_console_long4,Wii U GamePad (タッチペン) / Wii U GamePad + Touch Pen,Wii U GamePad + Touch Pen
array_console_long5,Wii U Proコントローラー / Wii U Pro Controller,Wii U Pro Controller
array_console_long6,Joy-Con単独・おすそわけ（ジャイロなし） / Joy-Con Solo (Gyro Off),Joy-Con Solo (Gyro Off)
array_console_long7,Joy-Con単独・おすそわけ（ジャイロあり） / Joy-Con Solo (Gyro On),Joy-Con Solo (Gyro On)
array_console_long8,Joy-Con二本・携帯モード・Switch Lite（ジャイロなし） / Joy-Con Double/Handheld Mode/Switch Lite (Gyro Off),Joy-Con Double/Handheld Mode/Switch Lite (Gyro Off)
array_console_long9,Joy-Con二本・携帯モード・Switch Lite（ジャイロあり） / Joy-Con Double/Handheld Mode/Switch Lite (Gyro On),Joy-Con Double/Handheld Mode/Switch Lite (Gyro On)
array_console_long10,Switch Proコントローラー（ジャイロなし） / Switch Pro Controller (Gyro Off),Switch Pro Controller (Gyro Off)
array_console_long11,Switch Proコントローラー（ジャイロあり） / Switch Pro Controller (Gyro On),Switch Pro Controller (Gyro On)
array_console1,NGC,NGC
array_console2,Wii,Wii
array_console3,GamePad Only,GamePad Classic
array_console4,GamePad Touch,GamePad Stylus
array_console5,Wii U Pro,Wii U Pro
array_console6,Joy-Con Solo#,Joy-Con Solo #
array_console7,Joy-Con Solo$,Joy-Con Solo $
array_console8,Joy-Con Double#,Joy-Con Double #
array_console9,Joy-Con Double$,Joy-Con Double $
array_console10,Switch Pro#,Switch Pro #
array_console11,Switch Pro$,Switch Pro $
array_stage_title_veryshort10,ピク1,Pikmin 1
array_stage_title_veryshort20,ピク2,Pikmin 2
array_stage_title_veryshort21,卵有,Has egg
array_stage_title_veryshort22,卵無,Has no egg
array_stage_title_veryshort30,ピク3,Pikmin 3
array_stage_title_veryshort31,お宝,Treasure
array_stage_title_veryshort32,原生,Enemy
array_stage_title_veryshort33,巨大,Boss
array_stage_title_veryshort91,限定,Limited
array_stage_title_veryshort24,2Pチ,2P Chi
array_stage_title_veryshort93,本編,Main story
array_stage_title_veryshort94,複合,composite
array_stage_title_veryshort92,日替,Daily change
array_stage_title_veryshort34,2Pミ,2P Mi
array_stage_title_veryshort26,新チャ1,New Cha 1
array_stage_title_veryshort28,新チャ2,New Cha 2
array_stage_title_veryshort25,2対戦,2 matches
array_stage_title_veryshort35,3対戦,3 matches
array_stage_title_veryshort201,こ,EC
array_stage_title_veryshort202,新,NT
array_stage_title_veryshort203,神,LTB
array_stage_title_veryshort204,あ,CG
array_stage_title_veryshort205,グ,GH
array_stage_title_veryshort206,地,HH
array_stage_title_veryshort207,鉄,BA
array_stage_title_veryshort208,赤,RC
array_stage_title_veryshort209,花,TrG
array_stage_title_veryshort210,た,TwG
array_stage_title_veryshort211,か,CC
array_stage_title_veryshort212,コ,CM
array_stage_title_veryshort213,コ,CR
array_stage_title_veryshort214,シ,DN
array_stage_title_veryshort215,大,CA
array_stage_title_veryshort216,食,SP
array_stage_title_veryshort217,三,TCT
array_stage_title_veryshort218,炎,HT
array_stage_title_veryshort219,鼻,CoS
array_stage_title_veryshort220,巨,TGB
array_stage_title_veryshort221,土,RG
array_stage_title_veryshort222,地,SL
array_stage_title_veryshort223,ひ,THG
array_stage_title_veryshort224,さ,AD
array_stage_title_veryshort225,秘,STR
array_stage_title_veryshort226,倍,BG
array_stage_title_veryshort227,天,CoP
array_stage_title_veryshort228,ど,BD
array_stage_title_veryshort229,ス,SR
array_stage_title_veryshort230,デ,ER
array_stage_title_fixed1,新着記録,Latest Record
array_stage_title_fixed7,全総合,All synthesis
array_stage_title_fixed8,特殊総合,Special synthesis
array_stage_title_fixed9,通常総合,Usually comprehensive
array_stage_title_fixed10,ピクミン,Pikmin
array_stage_title_fixed20,ピクミン2,Pikmin 2
array_stage_title_fixed21,タマゴあり,Egg
array_stage_title_fixed22,タマゴなし,No egg
array_stage_title_fixed23,本編地下,Main story underground
array_stage_title_fixed24,2Pチャレンジ,2P challenge
array_stage_title_fixed25,2Pバトル,2P battle
array_stage_title_fixed26,タマゴムシ縛り,Tama rubber tie
array_stage_title_fixed27,第14期総合,14th term comprehensive
array_stage_title_fixed28,スプレー縛り等,Spray binding, etc.
array_stage_title_fixed30,ピクミン3,Pikmin 3
array_stage_title_fixed31,お宝をあつめろ！,Collect treasure!
array_stage_title_fixed32,原生生物をたおせ,Battle Enemies!
array_stage_title_fixed33,巨大生物をたおせ,Defeat Bosses!
array_stage_title_fixed34,2Pミッション,2P mission
array_stage_title_fixed35,ビンゴバトル,Bingo Battle
array_stage_title_fixed36,サイドストーリー,Side story
array_stage_title_fixed81,無差別級,Open weight
array_stage_title_fixed82,TAS,TAS
array_stage_title_fixed91,期間限定,For a limited time
array_stage_title_fixed92,日替わり,Daily
array_stage_title_fixed93,本編,Main story
array_stage_title_fixed94,チャレンジ複合,Challenge compound
array_stage_title_fixed95,バトルモード,Battle mode
array_stage_title_fixed10101,全回収RTA(pik1),All parts Speedrun [1]
array_stage_title_fixed10201,借金返済RTA,Pay off Debt Speedrun [2]
array_stage_title_fixed10202,全回収RTA(pik2),All treasures Speedrun [2]
array_stage_title_fixed10203,借金返済クリア,Beat Pikmin2 pay off debt [2]
array_stage_title_fixed10204,全回収クリア,Beat Pikmin2 all treasures [2]
array_stage_title_fixed10301,Any% RTA,Any% Speedrun [3]
array_stage_title_fixed10302,全回収RTA(pik3),All fruits Speedrun [3]
array_stage_title_fixed10205,全クリア,Beat all challenge mode stages [2]
array_stage_title_fixed10206,全公式超え,Beat all official records [2]
array_stage_title_fixed10207,全公式1区,Beat all 1st row official records [2]
array_stage_title_fixed10208,全公式2区,Beat all 2nd row official records [2]
array_stage_title_fixed10209,全公式3区,Beat all 3rd row official records [2]
array_stage_title_fixed10210,全公式4区,Beat all 4th row official records [2]
array_stage_title_fixed10211,全公式5区,Beat all 5th row official records [2]
array_stage_title_fixed10212,全公式6区,Beat all 6th row official records [2]
array_stage_title_fixed10213,総合70万超え,Over 700,000 in total [2]
array_stage_title_fixed10214,全回収,All treasures in Challenge mode [2]
array_stage_title_fixed151101,第1回大会,1st competition
array_stage_title_fixed160306,第2回大会,2nd competition
array_stage_title_fixed160319,第3回大会,3rd competition
array_stage_title_fixed160423,第4回大会,4th competition
array_stage_title_fixed160430,第5回大会,5th competition
array_stage_title_fixed160806,第6回大会,6th competition
array_stage_title_fixed170101,第7回大会,7th competition
array_stage_title_fixed170211,第8回大会,8th competition
array_stage_title_fixed170325,第9回大会,9th competition
array_stage_title_fixed170429,第10回大会,10th competition
array_stage_title_fixed171013,第11回大会,11th competition
array_stage_title_fixed171231,第1回ピク杯,1st Pik-cup
array_stage_title_fixed180101,第12回大会,12th competition
array_stage_title_fixed180429,第2回ピク杯,2nd Pik-cup
array_stage_title_fixed180901,第13回大会,13th competition
array_stage_title_fixed190209,参加者企画,Participant planning
array_stage_title_fixed190321,参加者企画,Participant planning
array_stage_title_fixed190802,第14回大会,14th competition
array_stage_title_fixed200723,第15回大会,15th competition
array_stage_title_fixed200918,第16回大会,16th competition
array_stage_title1,新着順一覧,New arrival list
array_stage_title2,新着順一覧（シーズン記録のみ）,New arrival list (season record only)
array_stage_title3,トップランカー一覧,Top ranker list
array_stage_title4,カスタムリスト,Custom list
array_stage_title5,全ステージ一覧,List of all stages
array_stage_title6,バトルモード最新戦歴,Battle mode latest battle history
array_stage_title7,ピクチャレ大会総合ランキング,Picturere tournament general ranking
array_stage_title8,特殊総合ランキング,Special overall ranking
array_stage_title9,通常総合ランキング,Normal overall ranking
array_stage_title10,ピクミン チャレンジモード総合,Pikmin Challenge Mode Comprehensive
array_stage_title20,ピクミン2 チャレンジモード総合,Pikmin 2 Challenge Mode Comprehensive
array_stage_title21,ピクミン2 チャレンジモード総合（タマゴあり）,Pikmin 2 Challenge Mode Comprehensive (with eggs)
array_stage_title22,ピクミン2 チャレンジモード総合（タマゴなし）,Pikmin 2 Challenge Mode Comprehensive (without eggs)
array_stage_title23,ピクミン2 本編地下チャレンジ総合,Pikmin 2 Main Story Underground Challenge Comprehensive
array_stage_title24,ピクミン2 2Pチャレンジモード総合,Pikmin 2 2P Challenge Mode Comprehensive
array_stage_title25,ピクミン2 2Pバトルモード総合,Pikmin 2 2P Battle Mode Comprehensive
array_stage_title26,新チャレンジモード総合（タマゴムシ縛り）,New Challenge Mode Comprehensive (Tamagomushi Tied Up)
array_stage_title27,ピクミン2 チャレンジモード第14期総合,Pikmin 2 Challenge Mode 14th Comprehensive
array_stage_title28,新チャレンジモード総合（スプレー縛り等）,New challenge mode comprehensive (spray binding, etc.)
array_stage_title30,ピクミン3 ミッションモード総合,Pikmin 3 Mission Mode Comprehensive
array_stage_title31,ピクミン3 「お宝をあつめろ！」総合,Pikmin 3 "Collect treasure!" Comprehensive
array_stage_title32,ピクミン3 「原生生物をたおせ！」総合,Pikmin 3 "Take Protists!"
array_stage_title33,ピクミン3 「巨大生物をたおせ！」総合,Pikmin 3 "Take a giant creature!"
array_stage_title34,ピクミン3 2Pミッションモード総合,Pikmin 3 2P mission mode comprehensive
array_stage_title35,ピクミン3 ビンゴバトルモード総合,Pikmin 3 Bingo Battle Mode Comprehensive
array_stage_title36,ピクミン3デラックス サイドストーリーモード総合,Pikmin 3 Deluxe Side Story Mode Comprehensive
array_stage_title81,ピクミン2 無差別級チャレンジモード総合,Pikmin 2 Open Weight Challenge Mode Comprehensive
array_stage_title82,ピクミン2 チャレンジモードTAS総合,Pikmin 2 Challenge Mode TAS Comprehensive
array_stage_title91,期間限定ランキング総合,Limited time ranking comprehensive
array_stage_title92,日替わりチャレンジ総合,Daily Challenge Comprehensive
array_stage_title93,本編総合ランキング,Main story overall ranking
array_stage_title94,チャレンジ複合総合ランキング,Challenge compound overall ranking
array_stage_title95,バトルモード総合,Battle mode comprehensive
array_stage_title98,投稿数ランキング,Posts ranking
array_stage_title99,タマゴムシくじ総合ランキング,Tama rubber lottery general ranking
array_stage_title101,遭難地点,The Impact Site
array_stage_title102,希望の森,The Forest of Hope
array_stage_title103,樹海のヘソ,The Forest Navel
array_stage_title104,大水源,The Distant Spring
array_stage_title105,最後の試練,The Final Trial
array_stage_title201,こてしらべの洞窟,Explorer's Cave
array_stage_title202,新参者の試練場,Novice Training
array_stage_title203,神々のおもちゃ箱,Lost Toy Box
array_stage_title204,あのひとの庭,Creator's Garden
array_stage_title205,グリーンホール,Green Hole
array_stage_title206,地下の温室,Hot House
array_stage_title207,鉄人の穴,Brawny Abyss
array_stage_title208,赤の洞窟,Red Chasm
array_stage_title209,花園を荒らすもの,Trampled Garden
array_stage_title210,たそがれの庭,Twilight Garden
array_stage_title211,かくしもちの洞窟,Cryptic Cavern
array_stage_title212,コンクリート迷路,Concrete Maze
array_stage_title213,コレクタールーム,Collector's Room
array_stage_title214,ショイグモの巣,Dweevil Nest
array_stage_title215,大足の穴,Cavernous Abyss
array_stage_title216,食神のかまど,Snack Pit
array_stage_title217,三色試練場,Three Color Training
array_stage_title218,炎と水の試練場,Hazard Training
array_stage_title219,鼻息の洞穴,Cave of Snarls
array_stage_title220,巨人のトイレ,The Giant's Bath
array_stage_title221,土とんの洞窟,Rumbling Grotto
array_stage_title222,地底警備室,Subtettanean Lair
array_stage_title223,ひみつの花園,The Hidden Garden
array_stage_title224,さらいの洞窟,Abduction Den
array_stage_title225,秘密兵器実験場,Secret Testing Range
array_stage_title226,倍々ゲームの穴,Breeding Ground
array_stage_title227,天罰の穴,Cave of Pain
array_stage_title228,どっすん迷路,Bully Den
array_stage_title229,スナイパールーム,Sniper Room
array_stage_title230,デメマダラの巣窟,Emperor's Realm
array_stage_title231,始まりの洞窟,Emergence Cave
array_stage_title232,地下の秘密基地,Subterranean Complex
array_stage_title233,辺境の洞窟,Frontier Cavern
array_stage_title234,けだものの穴,Hole of Beasts
array_stage_title235,白い花園,White Flower Garden
array_stage_title236,デメマダラの王国,Bulblax Kingdom
array_stage_title237,ヘビガラスの穴,Snagret Hole
array_stage_title238,クモの根城,Citadel of Spiders
array_stage_title239,食神の台所,Glutton's Kitchen
array_stage_title240,シャワールーム,Shower Room
array_stage_title241,水中の城,Submerged Castle
array_stage_title242,混沌の魔窟,Cavern of Chaos
array_stage_title243,百戦錬磨の穴,Hole of Heroes
array_stage_title244,夢の穴,Dream Den
array_stage_title245,こてしらべの洞窟（794ポコ）,Explorer's Cave (794 poko)
array_stage_title246,新参者の試練場（1823ポコ）,Novice Training (1823 poko)
array_stage_title247,神々のおもちゃ箱（867ポコ）,Lost Toy Box (867 poko)
array_stage_title248,あのひとの庭（684ポコ）,Creator's Garden (684 poko)
array_stage_title249,グリーンホール（595ポコ）,Green Hole (595 poko)
array_stage_title250,地下の温室（372ポコ）,Hot House (372 poko)
array_stage_title251,鉄人の穴（570ポコ）,Brawny Abyss (570 poko)
array_stage_title252,赤の洞窟（722ポコ）,Red Chasm (722 poko)
array_stage_title253,花園を荒らすもの（2700ポコ）,Trampled Garden (2700 poko)
array_stage_title254,たそがれの庭（909ポコ）,Twilight Garden (909 poko)
array_stage_title255,かくしもちの洞窟（526ポコ）,Cryptic Cavern (526 poko)
array_stage_title256,コンクリート迷路（460ポコ）,Concrete Maze (460 poko)
array_stage_title257,コレクタールーム（2011ポコ）,Collector's Room (2011 poko)
array_stage_title258,ショイグモの巣（643ポコ）,Dweevil Nest (643 poko)
array_stage_title259,大足の穴（100ポコ）,Cavernous Abyss (100 poko)
array_stage_title260,食神のかまど（230ポコ）,Snack Pit (230 poko)
array_stage_title261,三色試練場（662ポコ）,Three Color Training (662 poko)
array_stage_title262,炎と水の試練場（1364ポコ）,Hazard Training (1364 poko)
array_stage_title263,鼻息の洞穴（547ポコ）,Cave of Snarls (547 poko)
array_stage_title264,巨人のトイレ（675ポコ）,The Giant's Bath (675 poko)
array_stage_title265,土とんの洞窟（1037ポコ）,Rumbling Grotto (1037 poko)
array_stage_title266,地底警備室（522ポコ）,Subtettanean Lair (522 poko)
array_stage_title267,ひみつの花園（229ポコ）,The Hidden Garden (229 poko)
array_stage_title268,さらいの洞窟（456ポコ）,Abduction Den (456 poko)
array_stage_title269,秘密兵器実験場（900ポコ）,Secret Testing Range (900 poko)
array_stage_title270,倍々ゲームの穴（682ポコ）,Breeding Ground (682 poko)
array_stage_title271,天罰の穴（417ポコ）,Cave of Pain (417 poko)
array_stage_title272,どっすん迷路（551ポコ）,Bully Den (551 poko)
array_stage_title273,スナイパールーム（1005ポコ）,Sniper Room (1005 poko)
array_stage_title274,デメマダラの巣窟（1171ポコ）,Emperor's Realm (1171 poko)
array_stage_title275,おてがるコース,Battle Field
array_stage_title276,せま～いコース,War Path
array_stage_title277,ひろびろコース,Carpet Plain
array_stage_title278,カクカクコース,Angle Maze
array_stage_title279,うじゃうじゃコース,Colosseum
array_stage_title280,ひやひやコース,Rusty Gulch
array_stage_title281,のびのびコース,Brawl Yard
array_stage_title282,タイルコース,Tile Lands
array_stage_title283,めいろコース,Dim Labyrinth
array_stage_title284,からくちコース,Hostile Territory
array_stage_title285,新・こてしらべの洞窟,Explorer's Cave (no mitite)
array_stage_title286,新・新参者の試練場,Novice Training (no mitite)
array_stage_title287,新・グリーンホール,Green Hole (no mitite)
array_stage_title288,新・地下の温室,Hot House (no mitite)
array_stage_title289,新・鉄人の穴,Brawny Abyss (no mitite)
array_stage_title290,新・コンクリート迷路,Concrete Maze (no mitite)
array_stage_title291,新・三色試練場,Three Color Training (no mitite)
array_stage_title292,新・炎と水の試練場,Hazard Training (no mitite)
array_stage_title293,新・巨人のトイレ,The Giant's Bath (no mitite)
array_stage_title294,新・倍々ゲームの穴,Breeding Ground (no mitite)
array_stage_title295,新・どっすん迷路,Bully Den (no mitite)
array_stage_title296,新・スナイパールーム,Sniper Room (no mitite)
array_stage_title297,新・デメマダラの巣窟,Emperor's Realm (no mitite)
array_stage_title301,原生の杜,Tropical Forest
array_stage_title302,白銀の泉,Silver Lake
array_stage_title303,渇きの砂,Thirsty Desert
array_stage_title304,落葉の回廊,Twilight Hollow
array_stage_title305,草花の園,Shaded Garden
array_stage_title317,続・原生の杜,Tropical Forest Remix
array_stage_title318,続・白銀の泉,Silver Lake Remix
array_stage_title319,続・渇きの砂,Thirsty Desert Remix
array_stage_title320,続・落葉の回廊,Twilight Hollow Remix
array_stage_title321,続・草花の園,Shaded Garden Remix
array_stage_title327,冬の贈りもの,Fortress of Festivity
array_stage_title328,工事現場ドリーム,The Rustyard
array_stage_title329,ピクアリウム,Beastly Cavern
array_stage_title330,思いでの砂浜,Forgotten Cove
array_stage_title331,機械仕掛けのブルース,Clockwork Chasm
array_stage_title306,原生の杜,Tropical Forest
array_stage_title307,白銀の泉,Silver Lake
array_stage_title308,渇きの砂,Thirsty Desert
array_stage_title309,落葉の回廊,Twilight Hollow
array_stage_title310,草花の園,Shaded Garden
array_stage_title322,続・始まりの森,Tropical Wilds Remix
array_stage_title323,続・再開の花園,Garden of Hope Remix
array_stage_title324,続・迷いの雪原,Distant Tundra Remix
array_stage_title325,続・交わりの渓流,Twilight River Remix
array_stage_title326,続・哀しき獣の塔,Formidable Oak Remix
array_stage_title332,冬の贈りもの,Fortress of Festivity
array_stage_title333,工事現場ドリーム,The Rustyard
array_stage_title334,ピクアリウム,Beastly Cavern
array_stage_title335,思いでの砂浜,Forgotten Cove
array_stage_title336,機械仕掛けのブルース,Clockwork Chasm
array_stage_title311,ヨロヒイモムカデ,Armored Mawdad
array_stage_title312,オオバケカガミ,Vehemoth Phosbat
array_stage_title313,オオスナフラシ,Sandbelching Meerslug
array_stage_title314,タテゴトハチスズメ,Scornet Maestro
array_stage_title315,ヌマアラシ,Quaggled Mireclops
array_stage_title316,アメニュウドウ,Plasm Wraith
array_stage_title337,こもれびの庭,Shaded Terrace
array_stage_title338,天地創造の小川,Stagnant Sea
array_stage_title339,地下の根城,Twisted Cavern
array_stage_title340,砂の都,Arid Metropolis
array_stage_title341,天と地の狭間,Rusted Labyrinth
array_stage_title342,積み木の城,Jigsaw Fortress
array_stage_title343,咲きみちた庭,Blooming Terrace
array_stage_title344,せせらぎの小川,Parched Brook
array_stage_title345,地下のオアシス,Buried Pond
array_stage_title346,砂上の王国,Sandbox Kingdom
array_stage_title347,鉄くずのブルース,Corroded Maze
array_stage_title348,積み木の迷路,Jigsaw Closseum
array_stage_title399,試しの砂浜,Sandbox
array_stage_title1001,コンクリート迷路（タマゴなし）,Concrete Maze (no egg)
array_stage_title1002,どっすん迷路（タマゴなし）,Bully Den (no egg)
array_stage_title1003,地底警備室（スプレーなし）,Subtettanean Lair (no spray)
array_stage_title1004,倍々ゲームの穴（12匹縛り),Breeding Ground (12 pikmin)
array_stage_title1005,遭難地点（20匹縛り),The Impact Site (20 pikmin)
array_stage_title1006,花園を荒らすもの（90秒縛り),Trampled Garden (90 sec.)
array_stage_title1007,希望の森（青黄30匹）,The Forest of Hope (30 blue/yellow)
array_stage_title1008,天罰の穴（近視縛り）,Cave of Pain (closest zoom)
array_stage_title1009,秘密兵器実験場（スプレーなし）,Secret Weapon Testing Site (without spray)
array_stage_title1010,神々のおもちゃ箱（999ポコ）,Gods' Toy Box (999 Poco)
array_stage_title1011,食神のかまど（Aボタン縛り）,Kamado of Shokujin (A button tied up)
array_stage_title1012,こてしらべの洞窟（片手縛り）,Kotesirabe Cave (one-handed binding)
array_stage_title1013,あのひとの庭（スプレーなし）,That person's garden (without spray)
array_stage_title1014,樹海のヘソ（45匹縛り）,Navel of Jukai (45 tied up)
array_stage_title1015,炎と水の試練場（スプレーなし）,Flame and Water Trial Ground (without spray)
array_stage_title1016,土とんの洞窟（160秒縛り）,Earth Cave (160 seconds tied up)
array_stage_title1017,巨人のトイレ（交代縛り）,Giant's toilet (shift binding)
array_stage_title1018,スナイパールーム（ノーキル）,Sniper Room (No Kill)
array_stage_title1019,新参者の試練場（基本縛り）,Newcomer's Trial Ground (Basic binding)
array_stage_title1020,ショイグモの巣（遠視縛り）,Shoe spider's nest (hyperopia binding)
array_stage_title1021,赤の洞窟（Aボタン縛り）,Red Cave (A button tied up)
array_stage_title1022,さらいの洞窟（100秒縛り）,Cave of Sarai (tied for 100 seconds)
array_stage_title1023,地下の温室（3匹縛り）,Underground greenhouse (3 tied up)
array_stage_title1024,三色試練場（90秒縛り）,Tricolor Trial Ground (90 seconds tied up)
array_stage_title1025,大足の穴（R固定視点縛り）,Large foot hole (R fixed viewpoint binding)
array_stage_title1026,コレクタールーム（残35匹）,Collector room (35 remaining)
array_stage_title1027,かくしもちの洞窟（逆さ持ち）,Hidden Mochi Cave (upside down)
array_stage_title1028,鉄人の穴（200ポコ）,Iron Man's Hole (200 Poco)
array_stage_title1029,たそがれの庭（Bボタン縛り）,Twilight Garden (B button tied)
array_stage_title1030,ひみつの花園（100秒縛り）,Secret Flower Garden (100 seconds tied up)
array_stage_title1031,鼻息の洞穴（スプレーなし）,Cave of nasal breath (without spray)
array_stage_title1032,グリーンホール（タマゴムシのみ）,Green hole (only for tamagomushi)
